"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","面積（㎡）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西の平","長町南","30分～60分",29000000,630,"不整形","",80,"1973年","木造","住宅","事務所","北西","市道",7,"近隣商業",80,300,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西の平","長町南","30分～60分",27000000,120,"長方形",9,95,"2018年","","","住宅","南西","私道",4.4,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西の平","長町南","30分～60分",13000000,300,"長方形",16.5,95,"1976年","木造","住宅","住宅","南東","市道",6,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","羽黒台","長町南","1H～1H30",23000000,140,"ほぼ長方形","",100,"2017年","木造","","住宅","南","市道",6,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",15,21000000,300,"ほぼ台形",19,125,"1990年","軽量鉄骨造","倉庫","倉庫","北","市道",6.3,"１種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","人来田","富沢","1H～1H30",17000000,310,"台形",24,145,"1981年","木造","住宅","住宅","南西","市道",7,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",13000000,220,"ほぼ長方形","",105,"1971年","木造","住宅","住宅","南西","市道",6,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",27000000,175,"ほぼ整形","",105,"2017年","木造","住宅","住宅","南西","私道",6,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",25000000,190,"ほぼ長方形",11,105,"2017年","木造","住宅","住宅","北西","道路",6,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",47000000,170,"ほぼ正方形",11.4,105,"2018年","軽量鉄骨造","住宅","住宅","西","私道",6,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",55000000,"2,000㎡以上","不整形",16,160,"1976年","木造","住宅","住宅","南東","市道",4,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",27000000,175,"ほぼ長方形","",105,"2018年","","","住宅","西","私道",6,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","松が丘","八木山動物公園",16,26000000,145,"長方形",8,110,"2017年","木造","住宅","住宅","南西","市道",5.5,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南","30分～60分",16000000,270,"長方形",15,110,"1975年","木造","住宅","住宅","南西","市道",6,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南",25,16000000,180,"長方形",10,125,"1989年","木造","住宅","住宅","北西","市道",8,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南",23,25000000,175,"長方形",14,105,"2017年","木造","住宅","住宅","南西","市道",4,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","緑ケ丘","長町南",21,15000000,210,"台形",17.5,165,"1989年","木造","住宅","住宅","南東","私道",4,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","向山","愛宕橋",20,11000000,250,"ほぼ長方形","",90,"1961年","木造","住宅","その他","南東","私道",4,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","向山","愛宕橋",25,25000000,200,"不整形",3,100,"2017年","木造","住宅","住宅","南西","市道",3.5,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","向山","愛宕橋",15,6500000,190,"不整形","",90,"1971年","木造","住宅","その他","南東","私道",4,"２種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","茂庭","仙台","2H～",10000000,1200,"ほぼ台形","",230,"1991年","軽量鉄骨造","","","東","私道",9,"調整区域",60,100,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","茂庭台","仙台","2H～",13000000,250,"長方形",15,135,"1985年","木造","住宅","住宅","北","市道",6,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","茂庭台","仙台","2H～",12000000,240,"台形",16,95,"1989年","木造","住宅","住宅","南東","市道",6,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山香澄町","愛宕橋",25,14000000,240,"ほぼ台形",26,210,"1994年","木造","共同住宅","住宅","西","道路",4,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山本町","八木山動物公園",5,49000000,300,"ほぼ長方形",16.5,210,"2003年","木造","共同住宅","住宅","南","市道",22,"２種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山本町","八木山動物公園",11,34000000,175,"台形",9.8,115,"2018年","木造","住宅","住宅","南西","市道",6.4,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山緑町","八木山動物公園",29,19000000,165,"ほぼ長方形",11,115,"1962年","木造","住宅","住宅","南西","市道",5,"２中住専",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",15,37000000,145,"ほぼ長方形","",100,"2017年","木造","住宅","住宅","北東","市道",6,"近隣商業",80,300,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",16,27000000,130,"長方形",10,105,"2017年","木造","住宅","住宅","北西","市道",6,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",20,30000000,175,"長方形",12,105,"2017年","木造","住宅","住宅","北東","市道",6,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",14,43000000,290,"ほぼ長方形",13,160,"2009年","木造","住宅","住宅","南東","市道",22,"２種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山南","八木山動物公園",21,30000000,140,"長方形",9,105,"2017年","木造","住宅","住宅","北東","市道",6,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山弥生町","愛宕橋","30分～60分",15000000,590,"長方形",23,390,"1989年","","共同住宅","住宅","北東","私道",5.5,"１低住専",50,80,"2017年第4四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山弥生町","愛宕橋","30分～60分",16000000,280,"台形",17.5,125,"1983年","木造","住宅","住宅","北","私道",4,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山弥生町","長町南","30分～60分",7500000,330,"ほぼ整形","",105,"1971年","","","住宅","南東","私道",4,"１種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","八木山弥生町","八木山動物公園",24,2300000,180,"長方形",12,85,"1971年","木造","住宅","住宅","北西","市道",4,"１低住専",50,80,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","柳生","南仙台",24,33000000,250,"ほぼ台形",13.7,140,"1997年","木造","住宅","住宅","北","市道",12,"１種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田","富沢","30分～60分",37000000,300,"不整形",5,110,"","","","住宅","南","私道",4,"調整区域",60,100,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","山田本町","富沢","30分～60分",28000000,170,"ほぼ正方形",13,135,"2011年","木造","住宅","住宅","北","市道",6,"１種住居",60,200,"2017年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","若葉町","八木山動物公園",18,8000000,220,"長方形",12.5,95,"1969年","木造","住宅","","北東","市道",4,"１低住専",50,80,"2017年第4四半期",""
