"種類","価格情報区分","地域","市区町村コード","都道府県名","市区町村名","地区名","最寄駅：名称","最寄駅：距離（分）","取引価格（総額）","面積（㎡）","土地の形状","間口","延床面積（㎡）","建築年","建物の構造","用途","今後の利用目的","前面道路：方位","前面道路：種類","前面道路：幅員（ｍ）","都市計画","建ぺい率（％）","容積率（％）","取引時期","取引の事情等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",14,43000000,210,"ほぼ台形",11.5,105,"2018年","木造","住宅","住宅","北","市道",6,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",16,39000000,180,"ほぼ台形",8.5,105,"2018年","木造","住宅","住宅","北","市道",6,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",7,75000000,330,"ほぼ台形",13.5,400,"2002年","ＲＣ","共同住宅","住宅","北","市道",22,"２種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",13,29000000,160,"不整形",5,100,"2018年","木造","住宅","住宅","東","市道",6,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",16,43000000,185,"ほぼ長方形",6,130,"2019年","木造","住宅","住宅","北","市道",6,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",15,30000000,165,"不整形","",105,"2018年","木造","住宅","住宅","東","私道",4,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",18,29000000,175,"不整形","",105,"2018年","木造","住宅","","東","私道",6,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",16,36000000,165,"長方形",10,"","2018年","木造","","住宅","東","区画街路",6,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",15,44000000,165,"ほぼ長方形",10.1,120,"","","住宅","住宅","南","道路",6,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",15,40000000,165,"ほぼ長方形","","","","","","住宅","南","私道",6,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",16,42000000,165,"長方形",17,110,"2018年","木造","住宅","住宅","南","市道",6,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",9,35000000,150,"ほぼ長方形",9,105,"","","","住宅","南東","私道",4,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",17,8700000,95,"ほぼ整形",29.3,"","","","","","南","市道",5.5,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",15,34000000,165,"ほぼ長方形",11,80,"2019年","木造","住宅","住宅","北","市道",6,"準工業",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",15,44000000,165,"長方形",10,115,"2018年","木造","住宅","住宅","東","私道",6,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田","南仙台",14,41000000,165,"長方形",10.5,"","2018年","","","住宅","東","市道",6,"１種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田町","南仙台","30分～60分",37000000,185,"ほぼ長方形","",105,"2018年","木造","住宅","住宅","北","市道",8,"１種住居",60,200,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田町","南仙台",29,28000000,140,"不整形",4,100,"2018年","木造","住宅","住宅","南","道路",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田町","南仙台","30分～60分",26000000,180,"ほぼ整形","",125,"2006年","木造","住宅","住宅","南","私道",6,"１種住居",60,200,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田町","南仙台",15,31000000,145,"長方形",6.5,100,"2018年","木造","住宅","住宅","北","市道",6,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田町","南仙台",23,24000000,210,"ほぼ長方形",14,125,"1992年","木造","住宅","住宅","南","市道",6,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田町","南仙台",25,31000000,135,"ほぼ長方形",10.5,100,"2019年","木造","住宅","住宅","西","市道",6,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田町","南仙台",21,53000000,160,"長方形",11,110,"2018年","","住宅","住宅","南","市道",6,"１種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","中田町","南仙台",21,170000000,1000,"不整形",40,700,"2018年","木造","共同住宅","住宅","南東","市道",4,"１種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","04104","宮城県","仙台市太白区","長町","長町",1,120000000,650,"ほぼ長方形",9,75,"1946年","木造","住宅","住宅","北西","市道",21,"商業",80,400,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町","長町",5,18000000,95,"ほぼ長方形","",105,"1996年","木造","共同住宅","","南西","私道",4,"商業",80,400,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町","長町",5,23000000,120,"ほぼ長方形","",140,"1996年","木造","共同住宅","","南西","私道",4,"商業",80,400,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","04104","宮城県","仙台市太白区","長町","長町",9,100000000,140,"ほぼ台形",12.5,200,"2018年","木造","共同住宅","住宅","東","市道",5,"近隣商業",80,300,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","04104","宮城県","仙台市太白区","長町","長町",3,150000000,430,"台形",18.8,820,"1983年","ＲＣ","店舗","店舗","南","市道",30,"商業",80,400,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町","長町",10,260000000,1200,"台形",35,"","","","","住宅","北西","市道",4.2,"２種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町","長町",11,46000000,80,"ほぼ正方形",9,115,"2017年","ＲＣ","住宅","住宅","南西","私道",4,"近隣商業",80,300,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町","長町",10,34000000,190,"ほぼ長方形",13,185,"1988年","木造","共同住宅","その他","東","市道",6,"２種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町","長町一丁目",9,42000000,130,"長方形",12,100,"2018年","木造","住宅","住宅","南","市道",4,"２種住居",60,200,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町","長町一丁目",4,50000000,120,"ほぼ長方形",6.5,320,"1979年","ＲＣ","住宅","住宅","南西","市道",8,"商業",80,400,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町","長町南",8,80000000,360,"ほぼ長方形",10.3,240,"2001年","木造","共同住宅","","西","市道",4.7,"近隣商業",80,300,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町","長町南",4,37000000,195,"ほぼ台形",10,120,"1995年","軽量鉄骨造","共同住宅","その他","北西","市道",4,"２種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町","長町南",8,79000000,150,"不整形",7,150,"2018年","木造","共同住宅","その他","東","市道",4,"２種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町南","太子堂",6,200000000,1100,"台形",28.5,1100,"1986年","ＲＣ","共同住宅","住宅","東","市道",5,"２種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町南","太子堂",7,45000000,65,"ほぼ正方形",8,95,"2017年","ＲＣ","住宅","住宅","南","市道",6.9,"工業",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長町南","長町南",11,51000000,170,"台形",12,135,"2019年","","","住宅","東","市道",4.5,"２種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","長嶺","長町一丁目","30分～60分",25000000,380,"台形",12.5,390,"1984年","ＲＣ","共同住宅","その他","北西","市道",5,"２中住専",60,200,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西多賀","富沢",18,6800000,130,"ほぼ台形",6,125,"1989年","木造","共同住宅","その他","西","市道",4.8,"２種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西多賀","富沢",18,35000000,170,"袋地等",3,105,"2018年","木造","住宅","住宅","北東","私道",6,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西多賀","富沢",20,30000000,140,"不整形",6,95,"2017年","木造","住宅","住宅","南東","私道",4,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西多賀","富沢",20,32000000,145,"長方形",12.4,100,"2018年","木造","住宅","住宅","南東","私道",4,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西多賀","長町","30分～60分",8000000,470,"不整形",22.4,105,"1969年","木造","住宅","住宅","東","私道",4.5,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西多賀","長町南","30分～60分",27000000,200,"ほぼ長方形","",100,"2018年","木造","住宅","住宅","南東","私道",4,"２中住専",60,200,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西多賀","長町南",26,36000000,480,"不整形","",115,"2014年","木造","住宅","住宅","南東","私道",4.1,"１種住居",60,200,"2018年第3四半期","私道を含む取引"
"宅地(土地と建物)","不動産取引価格情報","商業地","04104","宮城県","仙台市太白区","西多賀","長町南",28,130000000,700,"ほぼ長方形",47,440,"1986年","ＲＣ","住宅、その他","店舗","南","市道",9,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西多賀","長町南","30分～60分",5000000,230,"ほぼ台形","",70,"","木造","住宅","","南西","私道",4,"２中住専",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西多賀","長町南",16,91000000,410,"不整形",15.5,290,"2018年","木造","共同住宅","住宅","南西","市道",22,"２種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西中田","南仙台",6,34000000,125,"長方形",8,105,"2018年","木造","住宅","住宅","北","市道",6,"１種住居",60,200,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西中田","南仙台",6,30000000,105,"長方形",7,95,"2018年","木造","住宅","住宅","北","市道",6,"１種住居",60,200,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西中田","南仙台",6,40000000,160,"ほぼ長方形",9,110,"2019年","木造","住宅","","南","市道",6,"１種住居",60,200,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西中田","南仙台",5,40000000,135,"長方形",7.7,105,"2018年","木造","住宅","住宅","南","市道",12,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西中田","南仙台",15,36000000,120,"ほぼ正方形",8,105,"2018年","木造","住宅","住宅","西","県道",22,"２種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西中田","南仙台",18,28000000,100,"長方形",8.8,100,"2017年","木造","住宅","住宅","南","市道",6,"１種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西中田","南仙台",10,37000000,145,"ほぼ長方形",8.1,105,"2017年","木造","住宅","住宅","南西","市道",4.5,"１種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西中田","南仙台",10,41000000,180,"ほぼ長方形",12,105,"2017年","木造","住宅","住宅","東","市道",6,"１種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西中田","南仙台",13,36000000,100,"ほぼ長方形",8,95,"2019年","木造","住宅","住宅","南","市道",8.5,"近隣商業",80,300,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西の平","長町","30分～60分",30000000,280,"ほぼ台形",18,185,"1975年","軽量鉄骨造","共同住宅","住宅","北東","市道",6,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西の平","長町南",29,16000000,150,"長方形",17,80,"1974年","軽量鉄骨造","住宅","住宅","西","私道",4,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西の平","長町南","30分～60分",41000000,165,"ほぼ台形",11.3,105,"","","","住宅","南西","道路",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西の平","長町南","30分～60分",17000000,260,"長方形",14.5,"","","","","住宅","北西","市道",4,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西の平","長町南","30分～60分",57000000,165,"ほぼ正方形",12.8,145,"2019年","軽量鉄骨造","住宅","住宅","南東","市道",6.5,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西の平","長町南","30分～60分",50000000,165,"長方形","",115,"2018年","木造","住宅","住宅","西","私道",5,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西の平","長町南","30分～60分",52000000,790,"長方形",19,440,"1995年","木造","共同住宅","その他","北西","市道",6.5,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西の平","長町南","30分～60分",31000000,650,"ほぼ整形","","","","","","住宅","南東","市道",6,"１種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","西の平","八木山動物公園",21,14000000,250,"ほぼ長方形",14,150,"1983年","木造","住宅","住宅","北西","市道",6,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","日本平","長町南","1H30～2H",7200000,330,"ほぼ長方形","","","1970年","","","住宅","南","市道",4,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","日本平","長町南","1H～1H30",8000000,190,"ほぼ台形",13,125,"1982年","軽量鉄骨造","住宅","住宅","東","市道",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","日本平","長町南","1H～1H30",24000000,170,"ほぼ正方形",13.5,105,"2018年","木造","住宅","住宅","北","市道",5,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","日本平","長町南","1H30～2H",6000000,190,"ほぼ正方形",14.5,125,"1982年","軽量鉄骨造","住宅","","東","市道",6,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","日本平","長町南","1H30～2H",20000000,150,"ほぼ正方形",12.5,105,"2017年","木造","住宅","住宅","西","市道",5,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","日本平","長町南","1H～1H30",22000000,160,"長方形",12,100,"2018年","木造","住宅","","南","市道",4,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","日本平","長町南","1H～1H30",7000000,165,"ほぼ長方形","",75,"1969年","木造","住宅","","西","市道",8,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","萩ケ丘","愛宕橋",23,29000000,180,"ほぼ台形",9.6,105,"2018年","木造","住宅","住宅","東","市道",7.6,"２中住専",60,200,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","羽黒台","長町南","1H～1H30",12000000,540,"長方形",27,320,"1975年","軽量鉄骨造","共同住宅","","南","市道",8.8,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東郡山","長町",23,7000000,135,"ほぼ長方形",15,120,"1981年","木造","共同住宅","住宅","北","道路",4,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東郡山","長町","30分～60分",31000000,150,"不整形",15.7,105,"2018年","木造","住宅","住宅","東","私道",4,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",28,15000000,195,"ほぼ台形",16.6,105,"1976年","木造","住宅","住宅","北","市道",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",25,15000000,210,"ほぼ長方形",10,180,"1973年","木造","","店舗","南","市道",11,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",20,38000000,165,"ほぼ整形","",100,"2018年","木造","住宅","住宅","南","私道",5,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",20,35000000,175,"不整形","",100,"2018年","木造","住宅","住宅","北","私道",5,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",20,35000000,185,"不整形",4.3,100,"2018年","木造","住宅","住宅","西","道路",5.5,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",19,46000000,165,"長方形",9.6,135,"2019年","木造","住宅","","東","道路",5.5,"１種住居",60,200,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",29,17000000,250,"ほぼ長方形",15,70,"1970年","木造","住宅","住宅","西","市道",4,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",11,6000000,100,"台形",12,"","","","","住宅","南","市道",5.3,"１種住居",60,200,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台","30分～60分",31000000,140,"ほぼ長方形","",100,"2018年","木造","住宅","住宅","南","私道",5,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台","30分～60分",17000000,250,"長方形",15,70,"1970年","木造","住宅","住宅","西","市道",4.5,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台","30分～60分",34000000,195,"ほぼ長方形",12.5,110,"2018年","木造","住宅","住宅","西","市道",6,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",27,31000000,200,"ほぼ長方形",11,105,"2018年","木造","住宅","住宅","南東","私道",4,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",23,27000000,120,"ほぼ台形","",95,"2017年","木造","住宅","住宅","南西","私道",6,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","商業地","04104","宮城県","仙台市太白区","東中田","南仙台",14,50000000,370,"台形",22,390,"2001年","鉄骨造","店舗","店舗","西","国道",24,"準工業",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",25,33000000,180,"長方形",10,120,"2018年","木造","住宅","住宅","東","市道",6,"１種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",14,35000000,180,"不整形",8.8,110,"2018年","木造","住宅","住宅","南東","私道",4.5,"１種住居",60,200,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",28,35000000,135,"ほぼ長方形",13,105,"2018年","木造","住宅","住宅","南","市道",6,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",28,34000000,400,"ほぼ長方形",18.5,210,"2018年","木造","住宅","住宅","南東","私道",4,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","東中田","南仙台",29,34000000,135,"ほぼ長方形",12.3,105,"2018年","木造","住宅","住宅","南","市道",6,"１低住専",50,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","人来田","太子堂","1H30～2H",26000000,180,"不整形",9.5,110,"2018年","木造","住宅","住宅","東","市道",12,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","人来田","富沢","1H～1H30",9000000,220,"長方形",14.5,155,"1997年","軽量鉄骨造","住宅","その他","南東","市道",6.4,"１低住専",50,80,"2018年第1四半期","調停・競売等"
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","人来田","長町南","1H30～2H",4800000,195,"ほぼ長方形",9,85,"1977年","","住宅","住宅","南東","市道",14,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","ひより台","八木山動物公園","30分～60分",14000000,195,"不整形","",95,"1971年","軽量鉄骨造","住宅","住宅","南東","市道",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","ひより台","八木山動物公園","30分～60分",18000000,250,"ほぼ正方形",15.5,150,"1997年","軽量鉄骨造","共同住宅","事務所","南東","市道",6,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","ひより台","八木山動物公園","30分～60分",4300000,95,"不整形",18,70,"1975年","木造","住宅","住宅","南西","市道",6,"１低住専",60,80,"2018年第1四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",12000000,90,"長方形",10.8,70,"1983年","木造","住宅","住宅","北東","私道",5,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",27000000,180,"長方形","",105,"2018年","木造","住宅","住宅","東","私道",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",23000000,180,"ほぼ正方形",13,125,"1996年","木造","住宅","住宅","南西","市道",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",7900000,195,"ほぼ台形",16.1,100,"1973年","木造","住宅","住宅","北","市道",5,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台",29,45000000,175,"台形",13,"","","","","","北東","私道",6,"１低住専",50,80,"2018年第4四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",38000000,190,"ほぼ長方形",13.5,105,"2019年","","","住宅","北東","市道",6,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",25000000,140,"長方形",10.5,105,"2018年","木造","住宅","住宅","西","道路",4,"１低住専",50,80,"2018年第3四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",26000000,195,"ほぼ台形","",100,"2018年","木造","住宅","住宅","東","私道",6,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",6300000,190,"正方形",13.8,85,"1972年","木造","住宅","","北東","市道",6,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",25000000,175,"ほぼ長方形","",100,"2018年","木造","住宅","住宅","東","市道",6,"１低住専",50,80,"2018年第2四半期",""
"宅地(土地と建物)","不動産取引価格情報","住宅地","04104","宮城県","仙台市太白区","袋原","南仙台","30分～60分",44000000,165,"正方形",13,"","","","","住宅","北","私道",6,"１低住専",50,80,"2018年第1四半期",""
